year,week,max_price,min_price,avg_price,date,keyword,SVI,log_SVI,ASVI
2008,52,35.88571548461914,35.01469802856445,35.37471923828125,2008-12-28,Delta,0,-Inf,NA
2009,1,39.83430862426758,36.872867584228516,38.73102378845215,2009-01-04,Delta,12.1,2.4932054526026954,NA
2009,10,32.22746276855469,31.472585678100586,31.867444229125976,2009-03-08,Delta,14.28,2.658859956911438,0.46529068363140924
2009,11,34.201759338378906,31.64678382873535,32.91265983581543,2009-03-15,Delta,16.24,2.787477334733532,0.59390806145350306
2009,12,37.45353317260742,33.969486236572266,35.908941650390624,2009-03-22,Delta,17.36,2.854168709232204,0.5985466852542398
2009,13,37.74388122558594,36.23412322998047,36.82931423187256,2009-03-29,Delta,12.6,2.533696813957432,0.018677893271884294
2009,14,37.16320037841797,35.188907623291016,36.6870475769043,2009-04-05,Delta,14.91,2.702032128776647,0.10575374334221177
2009,15,38.90523147583008,36.11798858642578,37.60451431274414,2009-04-12,Delta,12.39,2.516889695641051,-0.16355634720299195
2009,16,38.90523147583008,36.698665618896484,37.76710433959961,2009-04-19,Delta,13.23,2.5824869781268642,-0.09795906471717863
2009,17,39.776241302490234,38.26648712158203,39.19556579589844,2009-04-26,Delta,0,-Inf,-Inf
2009,18,46.97660827636719,41.92473602294922,45.147483825683594,2009-05-03,Delta,9.54,2.255493485460195,-0.3651799820589563
2009,19,46.163665771484375,44.13129806518555,45.01392593383789,2009-05-10,Delta,0,-Inf,-Inf
2009,2,38.150352478027344,36.64059829711914,37.151589965820314,2009-01-11,Delta,11.66,2.4561641809223462,NA
2009,20,44.711971282958984,43.60869216918945,44.06161956787109,2009-05-17,Delta,6.3,1.840549633397487,-0.6847436214017548
2009,21,44.07322692871094,43.086082458496094,43.56223907470703,2009-05-24,Delta,9.36,2.2364452904895007,-0.1497463000611221
2009,22,44.59584045410156,43.84095764160156,44.111942291259766,2009-05-31,Delta,6.12,1.8115620965242347,-0.4344072914506132
2009,23,44.13129806518555,40.76338195800781,42.54025115966797,2009-06-07,Delta,0,-Inf,-Inf
2009,24,40.93758773803711,40.356910705566406,40.57756729125977,2009-06-14,Delta,14.7,2.6878474937846906,0.8617916288238296
2009,25,43.84095764160156,40.06657791137695,41.309217071533205,2009-06-21,Delta,13.02,2.5664866367804233,0.7404307718195624
2009,26,44.363563537597656,42.79574966430664,43.39964981079102,2009-06-28,Delta,0,-Inf,-Inf
2009,27,46.337860107421875,45.35071563720703,45.62943801879883,2009-07-05,Delta,9.6,2.2617630984737906,0.4357072335129297
2009,28,45.76814270019531,44.82810974121094,45.43639221191406,2009-07-12,Delta,11.04,2.401525040848949,0.36302757890545534
2009,29,48.37636947631836,46.20284652709961,47.40760040283203,2009-07-19,Delta,9.84,2.286455711064162,0.03735151658251601
2009,3,35.130836486816406,30.601573944091797,33.74883117675781,2009-01-18,Delta,9.46,2.247072383063787,NA
2009,30,53.903324127197266,49.18367004394531,51.108794403076175,2009-07-26,Delta,12.96,2.561867690924129,0.28775828615515264
2009,31,53.841217041015625,51.54350280761719,52.860032653808595,2009-08-02,Delta,11.52,2.444084655267745,0.10009427931118964
2009,32,54.27592849731445,52.66130447387695,53.40651931762695,2009-08-09,Delta,11.52,2.444084655267745,0.021279807209397816
