year,week,max_price,min_price,avg_price,date,keyword,SVI,log_SVI,ASVI
2010,20,63.03211975097656,62.10060501098633,62.473211669921874,2010-05-16,台達電,21.36,3.061520014091994,Inf
2010,21,62.41111755371094,60.858585357666016,61.603799438476564,2010-05-23,台達電,12.48,2.5241273629412815,Inf
2010,22,62.41111755371094,61.04489517211914,62.013668060302734,2010-05-30,台達電,15.6,2.747270914255491,Inf
2010,23,62.10060501098633,57.69145584106445,59.29365615844726,2010-06-06,台達電,16.83,2.8231630082027146,0.20309014135638037
2010,24,63.96363067626953,59.989192962646484,61.96088218688965,2010-06-13,台達電,22.77,3.125443880075648,0.5053710132293139
2010,25,66.44764709472656,64.89512634277344,65.76454162597656,2010-06-20,台達電,24.75,3.2088254890146994,0.47718084651126036
2010,26,65.82664489746094,64.27412414550781,64.89513244628907,2010-06-27,台達電,23.1,3.139832617527748,0.3546156562986451
2010,27,71.105194091796875,66.758148193359375,68.99377136230468,2010-07-04,台達電,0,-Inf,-Inf
2010,28,73.89971923828125,70.794677734375,72.03296966552735,2010-07-11,台達電,12.69,2.540814281726296,-0.40152722942105834
2010,29,74.44440460205078,69.6103515625,71.73733367919922,2010-07-18,台達電,15.39,2.733717947850788,-0.05149901337831464
2010,3,61.417503356933594,60.423892974853516,60.98279495239258,2010-01-17,台達電,13.68,2.615934912194404,Inf
2010,30,73.15532684326172,69.93262481689453,71.86624450683594,2010-07-25,台達電,18.09,2.895359299407204,0.11014233817810126
2010,31,73.15532684326172,71.2217025756836,72.51078186035156,2010-08-01,台達電,12.1,2.4932054526026954,-0.3660557012022636
2010,32,71.86624908447266,70.57716369628906,71.28616180419922,2010-08-08,台達電,12.1,2.4932054526026954,-0.32133317102630077
2010,33,76.055755615234375,70.2549057006836,72.25297546386719,2010-08-15,台達電,11.88,2.474856313934499,-0.16240980085404333
2010,34,75.73348236083984,72.18851470947266,74.25104217529297,2010-08-22,台達電,11.66,2.4561641809223462,-0.060845686242149366
2010,35,78.95618438720703,75.411224365234375,77.40929107666015,2010-08-29,台達電,0,-Inf,-Inf
2010,36,79.60072326660156,77.98937225341797,78.5050064086914,2010-09-05,台達電,0,-Inf,-Inf
2010,37,81.21207427978516,78.63391876220703,80.30972137451172,2010-09-12,台達電,0,-Inf,-Inf
2010,38,83.790252685546875,81.21207427978516,82.50116157531738,2010-09-19,台達電,0,-Inf,-Inf
2010,39,84.11250305175781,82.82343292236328,83.66133117675781,2010-09-26,台達電,12.06,2.4898941912990393,Inf
2010,4,58.74717712402344,57.13254165649414,58.275202941894534,2010-01-24,台達電,15.6,2.747270914255491,Inf
2010,40,84.75706481933594,82.82343292236328,83.98360748291016,2010-10-03,台達電,12.4,2.517696472610991,Inf
2010,41,83.14569091796875,81.85662078857422,82.69452209472657,2010-10-10,台達電,0,-Inf,NA
2010,42,83.790252685546875,79.60072326660156,81.79216613769532,2010-10-17,台達電,10.2,2.3223877202902252,Inf
2010,43,83.790252685546875,80.88980865478516,81.98552856445312,2010-10-24,台達電,18.8,2.9338568698359038,Inf
2010,44,83.790252685546875,81.53436279296875,83.01679840087891,2010-10-31,台達電,9.4,2.2407096892759584,Inf
2010,45,84.75706481933594,83.46796417236328,84.17696990966797,2010-11-07,台達電,13.8,2.624668592163159,0.3431198873800674
2010,46,84.434783935546875,83.790252685546875,84.048065185546875,2010-11-14,台達電,0,-Inf,-Inf
2010,47,87.01294708251953,84.75706481933594,85.59496154785157,2010-11-21,台達電,13.57,2.6078614738467776,0.20172051805214508
2010,48,91.84699249267578,87.335205078125,89.20437469482422,2010-11-28,台達電,10.35,2.336986519711378,-0.08305557673923003
2010,49,90.55789947509766,88.946563720703125,89.84891052246094,2010-12-05,台達電,0,-Inf,-Inf
2010,5,60.23759078979492,58.18825912475586,59.169454956054686,2010-01-31,台達電,0,-Inf,NA
2010,50,89.26884460449219,87.97975158691406,88.55984039306641,2010-12-12,台達電,0,-Inf,-Inf
2010,51,89.91336822509766,87.01294708251953,87.91529541015625,2010-12-19,台達電,8.19,2.102913897864978,-0.1859342066286902
2010,52,92.16925811767578,89.26884460449219,90.68681640625,2010-12-26,台達電,8.4,2.128231705849268,-0.043580087721200034
2010,6,59.36818313598633,56.20104217529297,57.76908588409424,2010-02-07,台達電,11.76,2.464703942470481,Inf
2010,8,59.43027877807617,58.250370025634766,58.71611976623535,2010-02-21,台達電,9.87,2.28949985344539,Inf
2010,9,60.73438262939453,58.064056396484375,59.36817169189453,2010-02-28,台達電,13.02,2.5664866367804233,0.18938473882248807
2011,1,90.55789947509766,86.69066619873047,88.62428588867188,2011-01-02,台達電,20.16,3.0037004432031678,0.8881276413460446
2011,10,86.04612731933594,79.60072326660156,82.95233612060547,2011-03-06,台達電,7.82,2.05668455455722,-0.34460413554282354
2011,11,79.9229965209961,76.055755615234375,77.66710205078125,2011-03-13,台達電,10.35,2.336986519711378,0.041978550603170905
2011,12,80.2452621459961,77.0225601196289,78.89172973632813,2011-03-20,台達電,10.12,2.3145136638593193,0.04078550196051012
2011,13,77.34484100341797,75.08894348144531,76.37802429199219,2011-03-27,台達電,14.26,2.65745841498615,0.33170832320080157
2011,14,84.11250305175781,81.53436279296875,83.03827667236328,2011-04-03,台達電,9.66,2.2679936482244267,-0.05775644356092169
2011,15,83.790252685546875,79.60072326660156,81.2765380859375,2011-04-10,台達電,7.35,1.9947003132247452,-0.29655334281712786
2011,16,85.4015884399414,81.21207427978516,83.33906402587891,2011-04-17,台達電,7.98,2.0769384114617173,-0.14443427339257653
2011,17,86.368408203125,82.50115966796875,85.0793243408203,2011-04-24,台達電,10.5,2.3513752571634776,0.13000257230918377
2011,18,85.07933044433594,83.46796417236328,84.27364540100098,2011-05-01,台達電,10.34,2.336019869080283,0.04476621303841011
2011,19,86.04612731933594,77.0225601196289,81.59879913330079,2011-05-08,台達電,11.44,2.437115985951652,0.11184921948185034
2011,2,89.591094970703125,88.302032470703125,88.946563720703125,2011-01-09,台達電,11.28,2.423031246069913,0.30745844421278967
2011,20,78.95618438720703,73.79986572265625,75.86239013671874,2011-05-15,台達電,8.14,2.096790180014449,-0.2284765864553524
2011,21,71.86624908447266,68.9658203125,70.44826049804688,2011-05-22,台達電,9.24,2.2235418856535927,-0.07846487299876204
2011,22,74.12213897705078,71.86624908447266,73.21977844238282,2011-05-29,台達電,10.12,2.3145136638593193,0.06874589692030941
2011,23,72.51078796386719,67.35444641113281,69.1269474029541,2011-06-05,台達電,9.66,2.2679936482244267,-0.001034126532029056
2011,24,69.93262481689453,67.35444641113281,68.83690185546875,2011-06-12,台達電,15.87,2.7644305345383176,0.4731768784964445
2011,25,69.93262481689453,64.45402526855469,67.35446319580078,2011-06-19,台達電,11.96,2.481567748522486,0.1563009820526844
2011,26,67.998992919921875,66.06537628173828,66.96773376464844,2011-06-26,台達電,9.66,2.2679936482244267,-0.05727311824537473
2011,27,70.57716369628906,67.6767349243164,69.22362823486328,2011-07-03,台達電,6.63,1.891604804197771,-0.3996488518441019
2011,28,68.64353942871094,65.09857177734375,66.70992126464844,2011-07-10,台達電,6.29,1.8389610707123492,-0.4290325775120776
2011,29,70.57716369628906,66.06537628173828,67.9990005493164,2011-07-17,台達電,4.93,1.5953389880545987,-0.672654660169828
2011,3,91.20245361328125,88.302032470703125,89.52665252685547,2011-01-16,台達電,15.6,2.747270914255491,0.5146618014751683
2011,30,69.7426986694336,68.72704315185547,69.30996551513672,2011-07-24,台達電,8.33,2.1198634561787513,-0.14813019204567546
2011,31,71.77404022216797,64.73206329345703,69.21455383300781,2011-07-31,台達電,5.95,1.7833912195575383,-0.4105373326440507
2011,32,60.94023132324219,55.726444244384766,58.84117202758789,2011-08-07,台達電,18,2.8903717578961645,0.8846376277079031
2011,33,57.0806770324707,47.87192916870117,53.11279296875,2011-08-14,台達電,27.3,3.3068867021909143,1.3011525720026529
2011,34,54.23680114746094,47.736507415771484,51.28458480834961,2011-08-21,台達電,13.2,2.580216829592325,0.5744826994040637
2011,35,58.23177719116211,56.20043182373047,57.2838134765625,2011-08-28,台達電,14.4,2.667228206581955,0.6614940763936934
2011,36,56.20043182373047,53.49197769165039,54.331600952148435,2011-09-04,台達電,9.9,2.2925347571405443,-0.05750538574499364
2011,37,53.221126556396484,49.42929458618164,51.054365158081055,2011-09-11,台達電,11.22,2.4176979000945504,-0.018677893271884294
2011,38,54.101383209228516,52.20546340942383,53.04508514404297,2011-09-18,台達電,6.82,1.9198594718553708,-0.5790978929880672
2011,39,51.93462371826172,48.4813346862793,50.24183120727539,2011-09-25,台達電,10.34,2.336019869080283,-0.16293749576315486
2011,4,88.946563720703125,86.69066619873047,87.33520965576172,2011-01-23,台達電,9.12,2.21046980408624,-0.02213930869408287
2011,40,48.75218200683594,46.7208366394043,47.614630126953124,2011-10-02,台達電,8.93,2.189416394888408,-0.3095409699550302
2011,41,49.02303695678711,47.87192916870117,48.481337547302246,2011-10-09,台達電,7.41,2.0028304393079956,-0.37402844527942136
2011,42,48.4813346862793,47.127105712890625,47.79067840576172,2011-10-16,台達電,9.12,2.21046980408624,-0.10380750902417368
2011,43,50.58039474487305,49.56471633911133,50.01161651611328,2011-10-23,台達電,5.32,1.6714733033535532,-0.5800289772598393
2011,44,48.4813346862793,48.14277267456055,48.318824005126956,2011-10-30,台達電,5.32,1.6714733033535532,-0.5284697961337708
2011,45,50.106414794921875,47.87192916870117,48.99594345092773,2011-11-06,台達電,8.74,2.167910189667444,0.07178677256924226
2011,46,49.226158142089844,47.736507415771484,48.29173965454102,2011-11-13,台達電,4.18,1.430311246536665,-0.6550590679510546
2011,47,47.397953033447266,43.47069549560547,45.217648315429685,2011-11-20,台達電,5.7,1.7404661748405046,-0.344904139647215
2011,48,46.043724060058594,43.26755905151367,44.811377716064456,2011-11-27,台達電,9.88,2.2905125117597764,0.41886420468552643
2011,49,44.08009338378906,43.47069549560547,43.7415412902832,2011-12-04,台達電,3.36,1.2119409739751128,-0.6597073330991372
2011,50,44.08009338378906,43.335269927978516,43.70091323852539,2011-12-11,台達電,3.36,1.2119409739751128,-0.4940287651219162
2011,51,47.87192916870117,42.99671936035156,45.43432388305664,2011-12-18,台達電,5.6,1.7227665977411035,0.05129329438755037
2011,52,48.75218200683594,47.194820404052734,48.29174270629883,2011-12-25,台達電,4.96,1.601405740736836,-0.09571420981049217
2011,6,81.53436279296875,77.66709899902344,79.52016258239746,2011-02-06,台達電,10.8,2.379546134130174,0.06279560905209758
2011,7,81.21207427978516,79.2784652709961,80.24526824951172,2011-02-13,台達電,11.6,2.451005098112319,0.049716408012275615
2011,8,82.17888641357422,79.2784652709961,80.88981170654297,2011-02-20,台達電,8,2.0794415416798357,-0.35757663041127996
2011,9,85.07933044433594,81.85662078857422,83.14570045471191,2011-02-27,台達電,8.8,2.174751721484161,-0.26226645060695475
2012,1,50.106414794921875,48.41361999511719,49.13136215209961,2012-01-01,台達電,3.08,1.1249295969854831,-0.5371565722534868
2012,10,57.0806770324707,53.221126556396484,54.534732055664065,2012-03-04,台達電,7.6,2.028148247292285,0.4575051942144197
2012,11,58.97658157348633,57.0806770324707,58.191139221191406,2012-03-11,台達電,8.17,2.1004689088719113,0.28564947183707967
2012,12,61.75275802612305,59.2474479675293,60.61521224975586,2012-03-18,台達電,8.93,2.189416394888408,0.3189841402984639
2012,13,60.6016731262207,58.57032775878906,59.45057754516601,2012-03-25,台達電,6.27,1.8357763546448294,-0.1250043304785906
2012,14,58.57032775878906,56.87754821777344,57.47001838684082,2012-04-01,台達電,7.14,1.965712776351493,0.004932091228073032
2012,15,60.26311492919922,56.403564453125,57.44631805419922,2012-04-08,台達電,9.45,2.2460147415056513,0.30176448751267526
2012,16,61.14335632324219,58.50261688232422,59.96518402099609,2012-04-15,台達電,10.08,2.3105532626432224,0.3136227508213332
2012,17,62.29444122314453,57.62236785888672,60.47978973388672,2012-04-22,台達電,9.66,2.2679936482244267,0.2036850701423285
2012,18,65.00291442871094,58.773460388183594,62.819214820861816,2012-04-29,台達電,9.03,2.200552367428894,0.055609715548734506
2012,19,63.987247467041016,62.9715576171875,63.44554672241211,2012-05-06,台達電,6.65,1.8946168546677629,-0.30036752649088827
2012,2,52.747161865234375,50.2418212890625,51.460638427734374,2012-01-08,台達電,2.42,0.883767540168595,-0.6320909534681555
2012,20,64.461212158203125,59.72141647338867,62.145487213134764,2012-05-13,台達電,6.65,1.8946168546677629,-0.30036752649088827
2012,21,61.61735153198242,55.997291564941406,58.922428131103516,2012-05-20,台達電,7.79,2.052840859882657,-0.030291712007536553
2012,22,57.89320755004883,55.86187744140625,56.5119010925293,2012-05-27,台達電,8.74,2.167910189667444,0.04121357601166853
2012,23,57.21609878540039,52.00232696533203,54.60244445800781,2012-06-03,台達電,6.12,1.8115620965242347,-0.3726691820239343
2012,24,60.6016731262207,57.89320755004883,59.30160675048828,2012-06-10,台達電,7.2,1.9740810260220096,-0.13629449875304078
2012,25,60.94023132324219,58.3671875,59.81621780395508,2012-06-17,台達電,8.46,2.135349173618132,0.12188823066579868
2012,26,61.54962921142578,58.23177719116211,59.829759979248045,2012-06-24,台達電,6.66,1.8961194845522977,-0.11734145840003563
2012,27,63.716392517089844,60.737098693847656,61.84756088256836,2012-07-01,台達電,4.59,1.5238800240724537,-0.41122023121469997
2012,28,64.66434478759766,63.039283752441406,63.77056045532227,2012-07-08,台達電,4.59,1.5238800240724537,-0.41122023121469997
2012,29,69.03864288330078,62.497589111328125,64.45962829589844,2012-07-15,台達電,7.14,1.965712776351493,0.030612521064339315
2012,3,54.101383209228516,52.61172103881836,53.24370193481445,2012-01-15,台達電,0,-Inf,-Inf
2012,30,69.390533447265625,66.99775695800781,68.48972778320312,2012-07-22,台達電,6.8,1.916922612182061,-0.013993518269834304
2012,31,71.431427001953125,69.390533447265625,70.24912109375,2012-07-29,台達電,6.46,1.8656293177945105,-0.040891730572668816
2012,32,73.89457702636719,68.2645263671875,70.27726745605469,2012-08-05,台達電,3.51,1.2556160374777743,-0.650905010889405
2012,33,73.542694091796875,71.431427001953125,72.62781524658203,2012-08-12,台達電,3.64,1.2919836816486494,-0.5888907195247548
2012,34,73.1908187866211,70.7276611328125,72.34630889892578,2012-08-19,台達電,2.86,1.0508216248317612,-0.643933046101721
2012,35,73.542694091796875,71.431427001953125,72.13517913818359,2012-08-26,台達電,2.86,1.0508216248317612,-0.4730583992406925
2012,36,78.46900939941406,72.48706817626953,74.52796478271485,2012-09-02,台達電,4.5,1.5040773967762742,0.09614554391572261
2012,37,80.2283935546875,78.82088470458984,79.31351623535156,2012-09-09,台達電,4.8,1.5686159179138452,0.17058537870138357
2012,38,80.580291748046875,79.17276763916016,79.73577728271485,2012-09-16,台達電,5.7,1.7404661748405046,0.3424356356280429
2012,39,80.2283935546875,77.76525115966797,78.961639404296875,2012-09-23,台達電,5.25,1.6582280766035324,0.26019753739107077
2012,40,79.17276763916016,78.82088470458984,78.96163787841797,2012-09-30,台達電,5.25,1.6582280766035324,0.26019753739107077
2012,41,79.17276763916016,70.7276611328125,74.15848541259766,2012-10-07,台達電,6.3,1.840549633397487,0.3042029760524272
2012,42,74.2464599609375,71.07955169677734,72.4870620727539,2012-10-14,台達電,3.45,1.2383742310432684,-0.37504776621542035
2012,43,71.431427001953125,70.02391052246094,70.6572982788086,2012-10-21,台達電,3.3,1.1939224684724346,-0.4194995287862542
2012,44,73.542694091796875,70.23504638671875,71.54402618408203,2012-10-28,台達電,4.5,1.5040773967762742,-0.10934460048241457
2012,45,76.00585174560547,72.83894348144531,74.9502182006836,2012-11-04,台達電,3.36,1.2119409739751128,-0.40148102328357593
