year,week,max_price,min_price,avg_price,date,keyword,SVI,log_SVI,ASVI
2009,34,52.41291046142578,50.61198425292969,51.76706161499023,2009-08-23,2308,0,-Inf,NA
2009,35,56.69784927368164,51.72979736328125,54.89692916870117,2009-08-30,2308,0,-Inf,NA
2009,36,58.37455749511719,56.69784927368164,57.46790084838867,2009-09-06,2308,0,-Inf,NA
2009,37,58.37455749511719,56.26313400268555,57.29400787353516,2009-09-13,2308,0,-Inf,NA
2009,38,58.250370025634766,56.82205581665039,57.54242095947266,2009-09-20,2308,0,-Inf,NA
2009,39,56.82205581665039,54.33802795410156,55.92780227661133,2009-09-27,2308,0,-Inf,NA
2009,40,57.75355529785156,55.9526481628418,56.64816818237305,2009-10-04,2308,0,-Inf,NA
2009,41,57.75355529785156,56.51155471801758,57.26917266845703,2009-10-11,2308,0,-Inf,NA
2009,42,59.49238204956055,56.449432373046875,57.87776184082031,2009-10-18,2308,0,-Inf,NA
2009,43,59.92707824707031,57.07045364379883,58.66022872924805,2009-10-25,2308,0,-Inf,NA
2009,44,57.008365631103516,55.580055236816406,56.22588958740234,2009-11-01,2308,0,-Inf,NA
2009,45,55.580055236816406,54.46223068237305,55.07081985473633,2009-11-08,2308,0,-Inf,NA
2009,46,56.3873405456543,55.269535064697266,55.67940063476563,2009-11-15,2308,0,-Inf,NA
2009,47,55.45582962036133,55.0211296081543,55.1950180053711,2009-11-22,2308,0,-Inf,NA
2009,48,56.69784927368164,55.0211296081543,55.77876358032226,2009-11-29,2308,0,-Inf,NA
2009,49,58.37455749511719,54.834835052490234,56.01474533081055,2009-12-06,2308,0,-Inf,NA
2009,5,31.9371280670166,29.440223693847656,30.48543930053711,2009-02-01,2308,0,-Inf,NA
2009,50,58.312477111816406,57.50514602661133,57.84049911499024,2009-12-13,2308,0,-Inf,NA
2009,51,61.790103912353516,58.126155853271484,59.98918151855469,2009-12-20,2308,0,-Inf,NA
2009,52,61.47959899902344,60.858585357666016,61.18151321411133,2009-12-27,2308,0,-Inf,NA
2009,6,32.28553009033203,30.891908645629883,31.588721084594727,2009-02-08,2308,0,-Inf,NA
2009,7,32.98234939575195,31.066110610961914,32.04164810180664,2009-02-15,2308,0,-Inf,NA
2009,8,31.70485496520996,30.891908645629883,31.309994888305663,2009-02-22,2308,0,-Inf,NA
2009,9,32.34360122680664,31.00804901123047,31.6932430267334,2009-03-01,2308,0,-Inf,NA
2010,1,62.41111755371094,60.61018753051758,61.68142223358154,2010-01-03,2308,0,-Inf,NA
2010,10,60.05128860473633,58.87137222290039,59.43027954101562,2010-03-07,2308,0,-Inf,NA
2010,11,61.29328918457031,59.30607604980469,60.274845123291016,2010-03-14,2308,0,-Inf,NA
2010,12,63.653106689453125,62.10060501098633,62.597409057617185,2010-03-21,2308,0,-Inf,NA
2010,13,63.03211975097656,62.10060501098633,62.473211669921874,2010-03-28,2308,0,-Inf,NA
